sex,age,age_cat,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,priors_count_cat,c_days_from_compas,c_charge_degree,two_year_recid
Male,32,25 - 45,African-American,0,0,0,2,Low,58,F,1
Male,23,Less than 25,African-American,0,2,2,4,Moderate,1,F,0
Male,30,25 - 45,Hispanic,0,0,0,0,None,1,M,1
Male,59,Greater than 45,African-American,0,0,0,9,High,1,F,0
Male,24,Less than 25,Caucasian,0,0,0,5,Moderate,40,F,0
Female,22,Less than 25,African-American,0,0,0,0,None,1,F,1
Male,35,25 - 45,African-American,0,0,0,6,Moderate,1,F,1
Male,24,Less than 25,African-American,0,0,0,0,None,0,F,0
Male,35,25 - 45,African-American,0,0,0,1,Low,1,M,1
Male,25,25 - 45,African-American,0,0,0,2,Low,1,F,1
Male,58,Greater than 45,Caucasian,0,0,0,3,Low,395,M,1
Male,27,25 - 45,African-American,0,0,0,7,High,1,F,0
Male,24,Less than 25,African-American,0,0,1,6,Moderate,0,F,0
Male,33,25 - 45,Caucasian,0,0,0,2,Low,23,M,1
Male,44,25 - 45,Caucasian,0,0,0,4,Moderate,1,F,1
Male,30,25 - 45,African-American,0,0,0,3,Low,1,F,1
Female,39,25 - 45,Hispanic,0,0,0,2,Low,0,F,1
Male,28,25 - 45,Caucasian,0,0,0,0,None,1,F,1
Male,34,25 - 45,African-American,0,0,0,1,Low,1,F,1
Male,26,25 - 45,African-American,0,0,0,1,Low,30,F,0
Male,23,Less than 25,African-American,0,0,0,0,None,1,F,1
Male,29,25 - 45,Caucasian,0,0,1,11,High,1,F,0
Male,31,25 - 45,African-American,0,0,0,0,None,1,M,1
Male,38,25 - 45,Other,0,0,0,1,Low,1,F,1
Male,30,25 - 45,African-American,0,0,0,14,High,0,F,0
Male,21,Less than 25,Caucasian,0,0,0,2,Low,1,F,0
Male,44,25 - 45,African-American,0,0,0,0,None,1,F,1
Male,52,Greater than 45,African-American,0,0,0,0,None,0,F,1
Male,30,25 - 45,African-American,0,0,0,6,Moderate,1,F,0
Male,31,25 - 45,African-American,0,0,0,9,High,0,F,0
Female,21,Less than 25,African-American,0,1,0,2,Low,12,F,1
Male,77,Greater than 45,Caucasian,0,0,0,1,Low,2,M,1
Male,61,Greater than 45,Caucasian,0,0,0,4,Moderate,1,F,1
Female,41,25 - 45,African-American,0,0,0,0,None,1,M,1
Female,24,Less than 25,Caucasian,0,0,0,0,None,1,M,1
Female,34,25 - 45,African-American,0,0,0,5,Moderate,1,F,1
Male,34,25 - 45,Caucasian,0,0,0,3,Low,11,F,0
Male,27,25 - 45,Hispanic,0,0,0,1,Low,1,F,1
Male,25,25 - 45,African-American,0,0,2,6,Moderate,1,M,0
Male,30,25 - 45,African-American,0,0,0,1,Low,1,F,1
Male,59,Greater than 45,Hispanic,0,0,0,0,None,4,F,1
Male,55,Greater than 45,Caucasian,0,0,0,1,Low,1,F,0
Female,22,Less than 25,African-American,0,1,0,1,Low,1683,M,1
Male,32,25 - 45,Caucasian,0,0,0,0,None,1,F,0
Male,53,Greater than 45,African-American,0,0,0,5,Moderate,0,M,1
Male,50,Greater than 45,Caucasian,0,0,0,1,Low,1,M,1
Male,26,25 - 45,Other,0,0,0,1,Low,1,F,0
Male,21,Less than 25,Hispanic,0,0,1,2,Low,1,F,0
Male,36,25 - 45,African-American,0,0,0,7,High,1,F,0
Male,35,25 - 45,African-American,0,0,0,16,High,1,F,0
Female,25,25 - 45,Caucasian,0,0,0,0,None,1,M,1
Female,31,25 - 45,Caucasian,0,0,0,2,Low,1,M,1
Female,26,25 - 45,African-American,0,0,0,1,Low,1,F,1
Male,25,25 - 45,Caucasian,0,0,0,0,None,1,M,1
Male,32,25 - 45,African-American,0,0,0,0,None,0,M,1
Male,40,25 - 45,Caucasian,0,0,0,5,Moderate,1,F,1
Male,35,25 - 45,African-American,0,0,0,0,None,2,F,1
Male,27,25 - 45,African-American,0,0,0,2,Low,1,F,1
Male,33,25 - 45,African-American,0,0,0,12,High,1,F,0
Male,36,25 - 45,Asian,0,0,0,1,Low,1,F,1
Male,30,25 - 45,Caucasian,0,0,0,2,Low,23,F,1
Male,30,25 - 45,African-American,0,0,0,0,None,1,F,1
Male,41,25 - 45,African-American,0,0,0,19,High,0,F,1
Female,21,Less than 25,Caucasian,0,0,0,1,Low,99,M,1
Female,29,25 - 45,Caucasian,0,0,0,0,None,3,F,1
Male,32,25 - 45,Caucasian,0,0,0,1,Low,1173,M,1
Male,25,25 - 45,Caucasian,0,0,0,0,None,2,F,1
Male,50,Greater than 45,Caucasian,0,0,0,0,None,1,F,1
Male,35,25 - 45,Caucasian,0,0,0,4,Moderate,0,F,1
Male,37,25 - 45,African-American,1,0,0,17,High,1,F,0
Male,43,25 - 45,African-American,0,0,0,4,Moderate,26,F,0
Male,29,25 - 45,Caucasian,0,0,0,12,High,0,M,0
Female,61,Greater than 45,Caucasian,0,0,0,0,None,1,F,1
Female,22,Less than 25,African-American,0,0,0,4,Moderate,1,F,0
Male,27,25 - 45,Caucasian,0,0,0,2,Low,1,F,0
Male,31,25 - 45,African-American,0,0,0,0,None,,M,1
Male,44,25 - 45,African-American,0,0,0,12,High,1406,F,1
Female,34,25 - 45,African-American,0,0,0,1,Low,117,M,1
Male,24,Less than 25,Other,0,0,0,0,None,1,F,1
Female,34,25 - 45,Caucasian,0,0,0,1,Low,126,F,1
Female,20,Less than 25,African-American,0,0,1,0,None,1,M,0
Male,30,25 - 45,African-American,0,0,0,0,None,1,M,1
Female,43,25 - 45,African-American,0,0,0,0,None,1,M,1
Male,51,Greater than 45,Caucasian,0,0,0,4,Moderate,1,F,0
Male,37,25 - 45,Hispanic,0,0,0,9,High,1,F,1
Male,42,25 - 45,African-American,1,0,0,7,High,0,F,0
Female,29,25 - 45,Hispanic,0,0,0,1,Low,1,F,1
Male,44,25 - 45,Caucasian,0,0,0,4,Moderate,234,F,1
Female,24,Less than 25,Caucasian,0,0,0,0,None,1,M,1
Male,36,25 - 45,Caucasian,0,0,0,12,High,26,F,1
Male,39,25 - 45,Caucasian,0,0,0,0,None,1,F,0
Male,32,25 - 45,African-American,0,0,0,2,Low,1,M,1
Male,30,25 - 45,African-American,0,0,0,1,Low,83,F,1
Male,38,25 - 45,African-American,0,0,0,0,None,1,M,1
Female,27,25 - 45,African-American,0,0,0,8,High,23,F,1
Male,24,Less than 25,Caucasian,0,0,0,2,Low,1249,M,1
Female,30,25 - 45,Caucasian,0,0,0,0,None,1,F,0
Female,43,25 - 45,Caucasian,0,0,0,0,None,1,M,0
Male,30,25 - 45,African-American,6,0,0,8,High,1,M,0
Male,22,Less than 25,African-American,0,0,0,2,Low,511,F,0
Female,26,25 - 45,Caucasian,0,0,0,1,Low,2,M,1
Male,37,25 - 45,Caucasian,0,0,0,3,Low,1,F,1
Male,25,25 - 45,Caucasian,0,0,0,5,Moderate,1,F,0
Male,65,Greater than 45,Caucasian,0,0,0,1,Low,1,F,0
Male,52,Greater than 45,Other,0,0,0,0,None,1,F,0
Male,37,25 - 45,Hispanic,0,0,0,9,High,47,F,1
Male,29,25 - 45,Caucasian,0,0,0,1,Low,1,F,1
Male,32,25 - 45,Caucasian,0,0,0,3,Low,1,F,1
Male,36,25 - 45,Hispanic,0,0,0,0,None,1,M,0
Male,21,Less than 25,African-American,0,2,6,8,High,234,F,0
Male,21,Less than 25,Caucasian,0,0,0,1,Low,1,F,1
Male,47,Greater than 45,Caucasian,0,0,0,13,High,0,M,0
Female,36,25 - 45,African-American,0,0,0,4,Moderate,13,F,1
Female,25,25 - 45,African-American,0,0,0,6,Moderate,21,F,0
Male,32,25 - 45,Caucasian,0,0,0,4,Moderate,0,M,0
Male,43,25 - 45,Caucasian,0,0,0,1,Low,1,F,1
Male,27,25 - 45,African-American,0,0,0,2,Low,1,F,1
Male,26,25 - 45,African-American,0,0,0,8,High,1,M,0
Male,21,Less than 25,African-American,0,0,0,1,Low,22,F,1
Male,34,25 - 45,Asian,0,0,0,0,None,1,M,1
Male,46,Greater than 45,Hispanic,0,0,0,1,Low,2,M,1
Male,40,25 - 45,African-American,2,0,0,23,High,54,M,0
Male,38,25 - 45,Caucasian,0,0,0,3,Low,1,M,1
Male,41,25 - 45,African-American,0,0,0,7,High,1,F,1
Male,25,25 - 45,Caucasian,0,0,0,7,High,1,F,0
Male,21,Less than 25,Caucasian,0,0,0,1,Low,11,F,1
Female,74,Greater than 45,Caucasian,0,0,0,0,None,1,M,1
Male,41,25 - 45,Caucasian,0,0,0,5,Moderate,1,M,0
Male,57,Greater than 45,African-American,0,0,0,11,High,378,F,0
Female,27,25 - 45,Hispanic,0,0,0,0,None,1,M,1
Male,30,25 - 45,African-American,0,1,0,1,Low,1,M,1
Female,33,25 - 45,Caucasian,0,0,0,3,Low,2,F,0
Male,24,Less than 25,Caucasian,0,0,0,2,Low,0,M,1
Male,52,Greater than 45,Asian,0,0,0,0,None,1,F,1
Female,29,25 - 45,Caucasian,0,0,0,0,None,2,M,1
Female,42,25 - 45,Caucasian,0,0,0,0,None,1,F,0
Female,30,25 - 45,Caucasian,0,0,1,1,Low,0,F,1
Male,33,25 - 45,African-American,0,0,0,0,None,1,F,1
Male,38,25 - 45,Hispanic,0,0,0,1,Low,1,F,1
Male,21,Less than 25,African-American,0,0,1,2,Low,1,F,0
Female,41,25 - 45,Caucasian,0,0,0,9,High,5,M,0
Female,28,25 - 45,African-American,0,0,0,5,Moderate,1,M,1
Male,28,25 - 45,Hispanic,0,0,0,3,Low,1365,F,1
Female,52,Greater than 45,African-American,0,0,0,3,Low,0,F,1
Male,21,Less than 25,Hispanic,0,0,3,1,Low,25,F,1
Female,22,Less than 25,Hispanic,0,0,0,1,Low,1,F,1
Male,32,25 - 45,Hispanic,0,0,0,3,Low,1,F,1
Male,25,25 - 45,African-American,0,0,0,0,None,1,F,0
Female,27,25 - 45,African-American,0,0,0,0,None,1,M,1
Male,35,25 - 45,Caucasian,0,0,0,0,None,1,F,1
Male,40,25 - 45,African-American,0,0,0,2,Low,1,M,1
Female,29,25 - 45,Other,0,0,0,0,None,1,F,1
Male,24,Less than 25,African-American,0,0,2,2,Low,1,M,0
Male,24,Less than 25,African-American,5,1,0,10,High,1,F,0
Male,36,25 - 45,Hispanic,0,1,0,26,High,1,F,0
Male,54,Greater than 45,African-American,0,0,0,13,High,293,F,1
Male,26,25 - 45,Hispanic,0,0,0,5,Moderate,1,F,1
Male,50,Greater than 45,Caucasian,0,0,0,1,Low,0,F,1
Male,21,Less than 25,African-American,0,0,0,1,Low,1,F,0
Male,51,Greater than 45,Hispanic,0,0,0,0,None,1,M,1
Male,24,Less than 25,African-American,0,0,2,2,Low,1,F,0
Male,33,25 - 45,African-American,0,2,3,11,High,57,F,0
Male,29,25 - 45,African-American,0,0,0,3,Low,1,M,1
Female,25,25 - 45,Caucasian,0,0,0,0,None,0,M,1
Male,38,25 - 45,African-American,0,0,0,0,None,1,F,0
Male,46,Greater than 45,Caucasian,0,0,0,1,Low,1,F,1
Male,33,25 - 45,African-American,0,0,2,9,High,28,M,0
Male,31,25 - 45,Hispanic,0,1,0,19,High,1,F,0
Male,21,Less than 25,Other,0,0,0,0,None,1,M,1
Male,60,Greater than 45,Other,0,0,0,1,Low,1,M,0
Female,39,25 - 45,African-American,0,0,0,3,Low,1,F,0
Male,23,Less than 25,African-American,0,0,0,1,Low,4,F,1
Female,23,Less than 25,African-American,0,0,0,3,Low,169,M,0
Male,35,25 - 45,African-American,0,0,0,4,Moderate,1,F,1
Male,49,Greater than 45,Caucasian,0,0,0,12,High,1,F,0
Male,26,25 - 45,Other,0,0,0,1,Low,1,M,1
Male,27,25 - 45,Caucasian,0,0,0,0,None,0,M,1
Male,22,Less than 25,African-American,0,1,3,2,Low,1,F,1
Female,29,25 - 45,African-American,0,0,0,0,None,1,F,0
Male,31,25 - 45,African-American,0,0,0,0,None,1,M,1
Male,31,25 - 45,Hispanic,0,0,0,5,Moderate,0,F,0
Female,29,25 - 45,Hispanic,0,0,0,0,None,0,F,1
Female,65,Greater than 45,Caucasian,0,0,0,0,None,1,F,1
Female,34,25 - 45,Hispanic,0,0,0,1,Low,5,M,1
Male,24,Less than 25,Caucasian,0,0,2,6,Moderate,0,F,1
Male,46,Greater than 45,African-American,0,0,0,0,None,0,M,1
Male,26,25 - 45,Other,0,0,0,3,Low,42,F,1
Male,20,Less than 25,African-American,0,0,0,0,None,1,F,0
Male,29,25 - 45,African-American,0,0,0,16,High,1,F,0
Male,29,25 - 45,African-American,0,0,0,7,High,0,F,1
Female,56,Greater than 45,Caucasian,0,0,0,3,Low,1,F,1
Male,21,Less than 25,African-American,0,0,0,0,None,1,F,1
Male,40,25 - 45,African-American,0,0,0,0,None,0,F,0
Male,22,Less than 25,African-American,0,0,0,2,Low,1,M,0
Male,39,25 - 45,Caucasian,0,0,0,0,None,1,M,1
Male,22,Less than 25,African-American,0,1,0,1,Low,0,F,0
Female,27,25 - 45,Other,0,0,0,5,Moderate,1,F,0
Male,36,25 - 45,Caucasian,0,0,0,1,Low,0,F,1
Male,30,25 - 45,African-American,0,0,0,0,None,1,F,1
Male,56,Greater than 45,Caucasian,0,0,0,17,High,53,F,0
Male,36,25 - 45,African-American,0,0,0,0,None,1,M,1
Male,38,25 - 45,African-American,0,0,0,5,Moderate,0,M,1
Male,32,25 - 45,African-American,0,0,0,0,None,1,F,1
Female,34,25 - 45,African-American,0,0,0,5,Moderate,1,F,0
Male,23,Less than 25,Other,0,0,0,0,None,1,M,1
Male,52,Greater than 45,Caucasian,0,0,0,0,None,1,M,1
Male,20,Less than 25,Caucasian,0,1,1,1,Low,1,F,0
Male,38,25 - 45,African-American,0,0,0,5,Moderate,1,M,1
Male,46,Greater than 45,Caucasian,0,0,0,0,None,0,M,1
Male,27,25 - 45,African-American,0,0,0,0,None,1,F,0
Male,20,Less than 25,African-American,0,0,0,2,Low,17,F,0
Female,51,Greater than 45,African-American,0,0,0,1,Low,291,M,1
Female,29,25 - 45,Caucasian,0,0,0,1,Low,7,F,0
Female,35,25 - 45,African-American,0,0,0,7,High,1,F,0
Male,37,25 - 45,Caucasian,0,0,0,1,Low,1,M,0
Male,63,Greater than 45,Caucasian,0,0,0,0,None,1,F,1
Male,27,25 - 45,African-American,0,0,0,2,Low,234,F,1
Male,27,25 - 45,African-American,0,0,0,1,Low,1,F,0
Male,27,25 - 45,African-American,0,0,0,0,None,1,F,1
Male,24,Less than 25,African-American,0,0,0,2,Low,0,M,0
Male,30,25 - 45,Hispanic,0,0,0,1,Low,1,F,0
Male,32,25 - 45,African-American,0,1,0,13,High,451,M,0
Male,25,25 - 45,Caucasian,0,0,0,4,Moderate,0,F,0
Male,24,Less than 25,African-American,2,1,0,10,High,251,M,1
Male,27,25 - 45,African-American,0,0,0,0,None,1,M,1
Female,48,Greater than 45,African-American,0,0,0,0,None,1,M,1
Female,26,25 - 45,African-American,0,0,0,1,Low,23,M,1
Male,58,Greater than 45,Other,0,0,0,0,None,1,F,1
Male,23,Less than 25,Caucasian,0,0,2,1,Low,20,F,0
Male,22,Less than 25,Caucasian,0,1,1,3,Low,1,M,0
Female,51,Greater than 45,African-American,0,0,0,4,Moderate,60,F,1
Male,41,25 - 45,African-American,0,0,0,0,None,1,F,1
Male,21,Less than 25,African-American,0,0,0,0,None,1,F,1
Male,32,25 - 45,African-American,0,0,0,1,Low,652,M,1
Male,26,25 - 45,Other,0,0,0,0,None,1,M,1
Female,39,25 - 45,African-American,0,0,0,3,Low,1,M,1
Female,48,Greater than 45,Other,0,0,0,0,None,1,M,1
Male,46,Greater than 45,Caucasian,0,0,0,0,None,1,M,1
Male,56,Greater than 45,Hispanic,0,0,0,2,Low,874,M,1
Male,22,Less than 25,African-American,0,0,0,1,Low,53,M,0
Male,33,25 - 45,Other,0,1,0,7,High,1,F,0
Male,36,25 - 45,African-American,0,0,0,2,Low,0,F,0
Male,20,Less than 25,Native American,0,1,0,1,Low,5,F,0
Male,32,25 - 45,Caucasian,0,0,0,0,None,1,M,1
Male,38,25 - 45,African-American,0,0,0,17,High,1,M,0
Male,64,Greater than 45,Hispanic,0,0,0,1,Low,2,M,1
Male,22,Less than 25,African-American,0,0,0,1,Low,1,F,0
Male,69,Greater than 45,Caucasian,0,0,0,0,None,7,M,0
Male,26,25 - 45,African-American,0,0,0,2,Low,23,F,1
Female,27,25 - 45,African-American,0,0,0,1,Low,1,M,0
Female,30,25 - 45,Caucasian,0,0,0,1,Low,216,M,1
Male,22,Less than 25,African-American,0,0,0,2,Low,1,F,1
Female,43,25 - 45,Caucasian,0,0,0,0,None,1,F,1
Male,24,Less than 25,Hispanic,0,0,0,0,None,0,F,0
Male,22,Less than 25,Caucasian,0,0,0,2,Low,36,M,0
Female,55,Greater than 45,Caucasian,0,0,0,0,None,1,M,1
Male,34,25 - 45,Hispanic,0,0,0,0,None,1,M,1
Male,20,Less than 25,African-American,0,0,2,1,Low,1,F,1
Male,22,Less than 25,African-American,0,0,0,1,Low,1,M,0
Male,29,25 - 45,African-American,0,4,1,15,High,1,F,0
Male,33,25 - 45,Caucasian,0,0,0,9,High,1,F,0
Male,55,Greater than 45,Caucasian,0,0,0,7,High,0,F,1
Male,22,Less than 25,African-American,0,0,0,1,Low,1,F,1
Male,55,Greater than 45,African-American,0,0,0,1,Low,1,F,1
Female,43,25 - 45,Caucasian,0,0,0,0,None,2,F,0
Male,21,Less than 25,African-American,0,0,3,0,None,1,F,0
Male,38,25 - 45,African-American,1,0,0,6,Moderate,52,F,1
Male,23,Less than 25,African-American,0,0,0,0,None,1,F,1
Female,28,25 - 45,Caucasian,0,0,0,1,Low,2,M,1
Male,45,Greater than 45,Other,0,0,0,0,None,1,F,1
Male,39,25 - 45,African-American,0,0,0,1,Low,1,F,1
Male,79,Greater than 45,Caucasian,0,0,0,1,Low,22,M,1
Male,48,Greater than 45,Caucasian,0,0,0,1,Low,1,F,1
Male,20,Less than 25,Hispanic,0,2,1,2,Low,1,F,0
Male,31,25 - 45,African-American,1,0,0,5,Moderate,1,M,1
Male,30,25 - 45,Caucasian,0,1,0,4,Moderate,3,M,0
Male,32,25 - 45,African-American,0,0,0,5,Moderate,1,F,0
Male,56,Greater than 45,Caucasian,0,0,0,1,Low,1,M,1
Female,28,25 - 45,African-American,0,0,0,0,None,,M,0
Male,43,25 - 45,African-American,0,0,0,2,Low,1,M,1
Male,20,Less than 25,Hispanic,0,0,2,0,None,1,F,1
Male,27,25 - 45,African-American,0,0,0,21,High,0,F,0
Male,41,25 - 45,African-American,0,0,0,0,None,4,M,1
Male,24,Less than 25,Other,0,0,0,1,Low,1,F,1
Male,43,25 - 45,African-American,0,0,0,3,Low,4,M,0
Female,33,25 - 45,African-American,0,0,0,1,Low,1,F,1
Male,22,Less than 25,African-American,0,0,0,0,None,1,F,1
Male,34,25 - 45,African-American,0,0,0,3,Low,1,F,1
Male,36,25 - 45,Caucasian,0,0,0,0,None,0,M,1
Male,69,Greater than 45,Caucasian,0,0,0,0,None,1,F,1
Male,32,25 - 45,Caucasian,0,0,0,5,Moderate,1,F,0
Male,22,Less than 25,African-American,0,0,0,1,Low,0,F,0
Male,46,Greater than 45,Caucasian,0,0,0,0,None,1,F,1
Male,34,25 - 45,Caucasian,0,0,0,1,Low,15,M,1
Female,32,25 - 45,Hispanic,0,0,0,0,None,0,M,1
Male,39,25 - 45,African-American,0,0,0,0,None,1,M,1
Male,25,25 - 45,African-American,0,0,1,6,Moderate,1,M,0
Female,21,Less than 25,Hispanic,0,0,1,0,None,1,M,0
Male,63,Greater than 45,African-American,0,0,0,9,High,1,F,0
Male,24,Less than 25,Caucasian,0,0,0,8,High,1,F,0
Male,29,25 - 45,Caucasian,0,0,0,2,Low,2,M,1
Male,20,Less than 25,African-American,0,3,0,3,Low,0,F,0
Female,40,25 - 45,Caucasian,0,0,0,0,None,1,M,1
Male,30,25 - 45,African-American,0,0,0,7,High,0,F,0
Male,36,25 - 45,Caucasian,0,0,0,10,High,5,M,0
Male,50,Greater than 45,Caucasian,0,0,0,5,Moderate,8,F,1
Male,37,25 - 45,African-American,0,0,0,4,Moderate,1,M,0
Male,34,25 - 45,African-American,0,0,0,1,Low,1,F,1
Female,35,25 - 45,Hispanic,0,0,0,0,None,1,F,1
Female,31,25 - 45,African-American,0,0,0,1,Low,1,M,0
Male,23,Less than 25,Caucasian,0,0,1,10,High,0,F,1
Male,22,Less than 25,Hispanic,0,0,0,0,None,1,F,0
Male,37,25 - 45,Caucasian,0,0,0,2,Low,1,F,0
Male,20,Less than 25,Other,0,0,0,0,None,2,F,1
Male,54,Greater than 45,African-American,0,0,0,22,High,172,F,0
Male,26,25 - 45,Caucasian,0,0,0,2,Low,1,F,1
Male,34,25 - 45,African-American,0,0,0,12,High,1,F,0
Male,59,Greater than 45,Caucasian,0,0,0,2,Low,15,M,0
Male,45,Greater than 45,Caucasian,0,0,0,2,Low,1,F,1
Male,37,25 - 45,Caucasian,0,0,0,2,Low,12,M,1
Male,38,25 - 45,Other,0,0,0,0,None,1,F,0
Male,45,Greater than 45,Caucasian,0,0,0,1,Low,1,F,0
Male,22,Less than 25,African-American,0,0,0,1,Low,1,F,1
Male,24,Less than 25,African-American,0,0,1,3,Low,1,F,0
Male,25,25 - 45,African-American,0,0,0,5,Moderate,1,F,1
Male,24,Less than 25,African-American,0,0,0,6,Moderate,1,F,0
Female,52,Greater than 45,African-American,0,0,0,3,Low,233,M,1
Male,20,Less than 25,African-American,0,0,0,1,Low,1,M,0
Male,32,25 - 45,African-American,0,0,0,6,Moderate,1173,F,1
Female,32,25 - 45,Caucasian,0,0,0,2,Low,1,F,0
Male,39,25 - 45,Caucasian,0,0,0,8,High,75,F,1
Male,49,Greater than 45,African-American,0,0,0,3,Low,1,F,0
Male,20,Less than 25,African-American,1,0,0,1,Low,117,F,0
Male,31,25 - 45,Caucasian,0,0,0,11,High,1,F,0
Male,58,Greater than 45,Caucasian,0,0,0,7,High,1,F,0
Male,50,Greater than 45,Hispanic,0,0,0,2,Low,0,M,1
Male,26,25 - 45,African-American,0,1,1,11,High,1,F,0
Male,20,Less than 25,African-American,1,0,0,1,Low,20,F,1
Male,39,25 - 45,Caucasian,0,0,0,1,Low,48,F,1
Male,51,Greater than 45,Caucasian,0,0,0,1,Low,1,M,0
Male,30,25 - 45,African-American,0,0,0,2,Low,1,M,1
Male,39,25 - 45,Other,0,0,0,0,None,1,M,1
Male,26,25 - 45,Caucasian,1,0,0,9,High,84,F,0
Male,26,25 - 45,African-American,0,0,0,2,Low,1,F,1
Male,35,25 - 45,African-American,1,0,0,13,High,188,F,0
Male,20,Less than 25,Other,0,0,0,0,None,1,M,1
Female,51,Greater than 45,Caucasian,0,0,0,7,High,157,F,1
Female,26,25 - 45,Caucasian,0,0,0,0,None,4,F,1
Male,26,25 - 45,African-American,0,0,0,5,Moderate,1,F,1
Male,20,Less than 25,Caucasian,0,0,2,0,None,1,F,1
Male,28,25 - 45,African-American,0,0,0,0,None,0,F,0
Male,23,Less than 25,African-American,0,1,2,1,Low,1,M,0
Female,21,Less than 25,African-American,0,0,0,0,None,4,M,1
Male,25,25 - 45,Other,0,0,0,0,None,1,F,0
Male,30,25 - 45,Caucasian,0,0,0,0,None,1,F,1
Male,21,Less than 25,Caucasian,0,2,7,2,Low,4,F,0
Male,20,Less than 25,Caucasian,1,0,0,1,Low,77,F,0
Male,24,Less than 25,Caucasian,0,0,0,5,Moderate,504,F,0
Male,35,25 - 45,African-American,0,0,0,22,High,0,F,0
Female,27,25 - 45,Other,0,0,0,0,None,1,F,0
Male,50,Greater than 45,Caucasian,0,0,0,2,Low,1,F,0
Male,25,25 - 45,African-American,0,0,0,5,Moderate,1,M,1
Female,48,Greater than 45,Caucasian,0,0,0,1,Low,125,F,1
Male,31,25 - 45,African-American,1,1,1,12,High,1,M,0
Male,26,25 - 45,African-American,0,0,0,0,None,1,F,1
Male,22,Less than 25,African-American,0,0,0,0,None,1,F,1
Male,29,25 - 45,African-American,0,0,0,0,None,0,F,1
Male,33,25 - 45,Other,0,0,0,2,Low,1,F,0
Male,52,Greater than 45,Caucasian,0,0,0,1,Low,1,F,1
Male,37,25 - 45,Hispanic,0,0,0,0,None,1,M,0
Male,21,Less than 25,African-American,0,0,0,0,None,1,F,1
Male,21,Less than 25,Caucasian,0,0,0,1,Low,1,F,1
Female,20,Less than 25,Caucasian,0,0,0,0,None,0,F,0
Male,43,25 - 45,Hispanic,0,0,0,1,Low,1,M,0
Male,30,25 - 45,Caucasian,0,0,0,1,Low,1,F,0
Female,33,25 - 45,African-American,0,0,0,3,Low,1,M,0
Male,24,Less than 25,African-American,0,0,0,3,Low,0,F,1
Female,52,Greater than 45,Hispanic,0,0,0,0,None,1,M,0
Female,30,25 - 45,African-American,0,0,0,11,High,0,F,0
Female,30,25 - 45,Caucasian,0,0,0,0,None,1,M,1
Male,47,Greater than 45,African-American,0,0,0,13,High,0,F,0
Male,41,25 - 45,African-American,0,1,0,9,High,733,M,1
Male,21,Less than 25,Hispanic,1,0,0,4,Moderate,1,F,0
Male,53,Greater than 45,Hispanic,0,0,0,1,Low,82,F,1
Male,48,Greater than 45,Caucasian,0,0,0,6,Moderate,27,F,1
Male,52,Greater than 45,African-American,0,0,0,2,Low,1,F,0
Female,34,25 - 45,African-American,0,0,0,1,Low,1,M,1
Male,35,25 - 45,Caucasian,0,0,0,0,None,1,F,0
Male,25,25 - 45,Other,0,0,0,1,Low,1,F,0
Male,39,25 - 45,Other,0,0,0,1,Low,438,F,1
Male,24,Less than 25,African-American,0,0,1,1,Low,1,F,0
Female,48,Greater than 45,Caucasian,0,0,0,17,High,1624,F,1
Male,31,25 - 45,Hispanic,0,0,0,1,Low,512,F,1
Male,26,25 - 45,Hispanic,0,0,0,0,None,,M,1
Male,43,25 - 45,African-American,0,0,0,3,Low,247,F,0
Male,25,25 - 45,African-American,0,0,0,1,Low,0,M,1
Male,34,25 - 45,African-American,0,1,0,20,High,1,F,0
Male,25,25 - 45,African-American,0,0,0,2,Low,1,F,0
Male,24,Less than 25,Hispanic,1,0,0,4,Moderate,1,F,0
Male,56,Greater than 45,Caucasian,0,0,0,6,Moderate,1,F,1
Male,23,Less than 25,African-American,0,0,0,0,None,1,F,1
Male,21,Less than 25,Caucasian,0,0,0,0,None,1,M,1
Male,66,Greater than 45,Caucasian,0,0,0,0,None,1,M,1
Male,28,25 - 45,African-American,0,0,0,7,High,1,M,1
Male,29,25 - 45,Caucasian,0,0,0,0,None,0,M,1
Male,22,Less than 25,Caucasian,0,0,0,3,Low,1,F,0
Male,39,25 - 45,Caucasian,0,0,0,0,None,1,F,1
Male,33,25 - 45,African-American,0,0,1,9,High,1,M,0
Male,29,25 - 45,Caucasian,0,0,0,2,Low,1,F,0
Male,31,25 - 45,Caucasian,0,0,0,1,Low,1,F,1
Male,22,Less than 25,African-American,0,0,0,0,None,1,M,1
Female,22,Less than 25,Caucasian,0,0,0,0,None,1,M,1
Male,35,25 - 45,Caucasian,0,0,2,3,Low,1,F,1
Male,29,25 - 45,Caucasian,0,0,0,3,Low,1,F,0
Female,37,25 - 45,African-American,0,0,0,0,None,0,F,1
Female,30,25 - 45,African-American,0,0,0,0,None,1,F,1
Male,56,Greater than 45,Caucasian,0,0,0,1,Low,1,F,1
Female,34,25 - 45,African-American,0,0,0,0,None,1,F,1
Male,23,Less than 25,African-American,0,0,0,1,Low,1,F,0
Male,27,25 - 45,African-American,1,0,0,1,Low,1,F,0
Male,43,25 - 45,Caucasian,0,0,0,2,Low,1,F,1
Male,38,25 - 45,Caucasian,0,0,0,0,None,1,F,1
Male,39,25 - 45,Caucasian,0,0,0,3,Low,1,F,1
Male,24,Less than 25,African-American,0,0,1,1,Low,1,F,0
